Words	raw	percent	mean_valence	sd_valence	mean_degree	sd_degree	comment_1	comment_2	comment_3	comment_4	comment_5	comment_6	comment_7	comment_8	comment_9	comment_10	comment_11	comment_12	comment_13	comment_14	comment_15	comment_16	comment_17	comment_18	comment_19	comment_20	comment_21	comment_22
ohne Menschen nicht	2	0.44	3	0	4	0																						
ohne Verantwortung	2	0.44	-3	0	1	0																						
Ökologischer Fußabdruck	2	0.44	-1	0	2	0	Falls die Roboter während eines Einsatzes kaputt gehen, kann es zur Verschmutzung der Umwelt kommen																					
Online-Vernetzung	2	0.44	2	0	1	0	Roboter können nicht-technikaffine Menschen einfacher digital vernetzen, z.b. wenn sie bettlägerig sind																					
Operation	2	0.44	0	0	1	0																						
Operationen durchführen	2	0.44	3	0	1	0	Krankheit																					
Opfer rechtzeitig finden	2	0.44	3	0	1	0																						
Opfer schneller suchen	2	0.44	3	0	1	0																						
Opfer vertrauen Roboter	1	0.22	1	NA	1	NA																						
Opfernanzahl verringern	2	0.44	3	0	3	0	Roboter könnten die Rettung effizienter und schneller gestalten, wodurch mehr Opfern gerettet werden könnten																					
Organisiert	2	0.44	1	0	1	0																						
Orientierung und Navigation	2	0.44	-2	0	1	0																						
Ortsunabhängigkeit	2	0.44	2	0	1	0																						
Paro-Roboter	1	0.22	0	NA	5	NA																						
Passgenaue Aufgabenwiederholung	2	0.44	1	0	1	0																						
Passgenaue Therapie	1	0.22	3	NA	4	NA																						
passgenauerer Unterricht	2	0.44	1	0	5	0	+ Therapie																					
Patientendaten fürs Training	2	0.44	-2	0	1	0																						
Performance	2	0.44	3	0	3	0	Flexibilät																					
Personalisiertes Lernen	2	0.44	2	0	3	0																						
Personalisierung	2	0.44	3	0	1	0	Die soziale Interaktion kann besser auf die jeweiligen Personen ausgerichtet werden																					
Personenbezogene Therapie	2	0.44	3	0	1	0																						
Persönliche Pflege	2	0.44	1	0	2	0	In z. B. Altenheimen wechseln oft die Pfleger. Einen Roboter könnte man so programmieren, dass er exakt auf einen Bewohner zugeschnitten wäre.																					
persönlicher	2	0.44	2	0	4	0																						
Pflege wird günstiger	2	0.44	1	0	1	0	Arbeitskraft von Personal ist Kostentreiber bei Pflege und Betreuung																					
Pflege/ Therapie	2	0.44	0	0	2.5	0.707106781186548																						
Pflegeroboter	2	0.44	0	0	2	0	Roboter, die körperliche Lasten abnehmen																					
Physisch	4	0.88	2	1.15470053837925	1.25	0.5	kann leichter Bereiche erreichen, die Menschen nicht erreichen können.																					
Physische Gesundheit	2	0.44	-2	0	2	0	Abhängigkeit von digitaler Unterstützung																					
physische Nähe möglich	2	0.44	1	0	1	0																						
Physische Unterstützung	2	0.44	2	0	1	0	Unterstützung von leuten die z.B. nicht gut laufen, stehen können																					
Platz	2	0.44	0	0	1	0																						
Potential zu helfen	1	0.22	3	NA	1	NA																						
Potentiell weiteres Hindernis	2	0.44	-1	0	1	0	Ein autonomer Roboter, der mit einem Hindernis nicht richtig umgehen kann, kann im Zweifelsfall ein weiteres, potentielles Hindernis darstellen																					
Potentieller Arbeitsplätzeverlust	2	0.44	-1	0	3	0																						
Potenzial des Hackings	2	0.44	-3	0	3	0	Es gibt das Potenzial, dass Roboter gehacked werden und dann gefährlich werden können																					
Potenziell Diskriminierend	2	0.44	-2	0	2	0	"Ggf. weniger als Menschen
"																					
potenzieller Missbrauch	2	0.44	-2	0	1	0	z.B. wenn Systeme absichtlich fehlbenutzt werden und der Roboter eventuell in der Lage ist, anderen zu schaden.																					
Präferenz von Robot	2	0.44	-1	0	1	0	Präferenz von Robot zu menschlicher Hilfe																					
praktisch	4	0.88	2	1.15470053837925	1.5	1																						
präventive Unterstützung	2	0.44	3	0	1	0																						
präzise Arbeit	3	0.66	2	1.73205080756888	1	0																						
präzise Arbeit möglich	1	0.22	1	NA	1	NA																						
Präzise Ausführung	2	0.44	1	0	1	0	Roboter führen Aufgaben gezielt aus 																					
Präzise Datenübermittlung	2	0.44	2	0	1	0	Sie liefern genaue Informationen über die Situation																					
Präzise Leistung	2	0.44	1	0	1	0	hohe Genauigkeit und Zuverlässigkeit																					
Präzise und Effizienz	2	0.44	3	0	1	0	Roboter können auch genauer arbeiten als Menschen.																					
präziser als Menschen	3	0.66	2	0	1	0	kein Angst bei gefährliche Situationen																					
Präzision	23	5.07	1.6956521739130435	1.57926284900426	1.6956521739130435	0.926124996899135	Softe Roboter sind möglicherweise nicht so genau wie andere Rettungsroboter oder Menschen was schlecht ist.	Eventuell zu unpräzise Roboter																				
Präzision & Genauiigkeit	2	0.44	1	0	1	0																						
Präzision bei Suche	2	0.44	1	0	1	0																						
Priorisierung bei Bergung?	2	0.44	-3	0	1	0																						
Priorität der Opfer	1	0.22	-2	NA	1	NA																						
Privatsphäre	4	0.88	-0.5	1.73205080756888	1	0	durch Kameras überwacht																					
Priviligierung/ Verfügbarkeit	1	0.22	-2	NA	3	NA	Roboter stehen ggf. nicht allen zur Verfügung																					
problematische Pflege	2	0.44	-1	0	1	0																						
Probleme bei Älteren	2	0.44	-2	0	1	0																						
Probleme bei Kontaktaufnahme	2	0.44	-2	0	3	0																						
Probleme mit Fernsteuerung	2	0.44	-3	0	3	0																						
Produktionskosten	2	0.44	-3	0	2	0	für die entwicklung und produktion sollcher roboter muss man eine menge investieren.																					
Produktivität	2	0.44	3	0	1	0																						
Professionelle Rettung	2	0.44	2	0	1	0																						
Programmierschwierigkeiten	2	0.44	-1	0	1	0																						
Programmierung	15	3.3	-0.6	1.12122382116278	2.3333333333333335	1.23442679969674	Je nach Programmierung der Assistenten können diese schlechte Verhalten zeigen ohne das es korrigiert ist. Menschen sind hier flexibler. 	Handelt nur nach Vorschrift	"Kann Diskriminierend sein
Kann auch viel effizienter sein"	Um ein funktionierenden Rettungsroboter zu erhalten, bräuchte man viel Zeit um sie zu optimieren.	Keinerlei abweichungen von Progrsammierung	"Auch ""böse"" Verwendungsmöglichkeiten sind denkbar"																
Programmierung von Vorurteilen	2	0.44	-2	0	1	0	Roboter und ihre Verhaltensweisen können durch die Vorurteile oder Annahmen der Entwickler in ihrer Arbeti beeinflusst werden																					
Prototypen testen	2	0.44	-1	0	1	0	"Risikobehaftet, wenn man Roboter einsetzt um Menschen zu retten und sie nur ""im Weg stehen"" und nur Probleme verursachen. Das könnte unnötige Leben kosten."																					
Prozessor	2	0.44	0	0	1	0																						
Psychisch	2	0.44	1	0	1	0																						
Pumpsystem	1	0.22	2	NA	1	NA	flüssige Nahrungsstofe und Wasser können zu den Menschen gegeben werden																					
Qualität/Präzision	2	0.44	1	0	1	0																						
Qualitätsverbesserung	2	0.44	2	0	2	0	Ggf. können menschliche Arbeitnehmer höherwertige Leistungen für die Menschen erbringen, da sie nicht durch Routinetätigkeiten geblockt sind																					
Quantiät	4	0.88	2	1.15470053837925	1.5	0.577350269189626	mehr Rettungseinsätze bzw. mehr gerettete Menschen möglich																					
Rassistischer Algorythmus	1	0.22	-3	NA	1	NA																						
rationale Effizienz	2	0.44	2	0	1	0	Keine selbstmörderischen Experimente bei der Rettung																					
Reaktion statt Interaktion	1	0.22	-2	NA	1	NA																						
Reaktionsfähigkeit	2	0.44	2	0	2	0	Roboter haben eine deutlich höhere Reaktionsfähigkeit als menschliche Retter																					
realistisch	2	0.44	0	0	4	1.4142135623731	Durch die realistischeren Roboter, könnten die verbundenen negativen Aspekte verstärkt werden, da die Abgrenzung zwischen echten Wesen und Robotern kleiner wird.																					
"realistischer ""Companion"""	1	0.22	2	NA	1	NA	emotionale Bindung zum Roboter möglich, damit wird der Therapieerfolg wahrscheinlicher																					
Rechte?	2	0.44	0	0	1	0																						
Rechtliche Verantwortlichkeiten	2	0.44	-1	0	1	0																						
Rechtliche Vorgaben	2	0.44	0	0	1	0	neue Gesetze und Verordnungen müssen erstellt werden																					
Recyclebarkeit?	2	0.44	-3	0	2	0																						
Reduktion menschlicher Interaktion	2	0.44	-3	0	2	0																						
Reduktion von Isolation	2	0.44	1	0	1	0																						
Reduziert Jobs	2	0.44	-3	0	2	0	Wenn die Arbeit einer großen Menge von Menschen obsolet wird und diese in der Arbeitslosigkeit enden, ist das keine gute Sache.  																					
Reduzierte Einsamkeit	1	0.22	3	NA	2	NA																						
Reduzierung von Einsamkeit	2	0.44	1	0	2	0																						
regelmäßig	2	0.44	0	0	3	0																						
regelmäßige Kontrolle	2	0.44	3	0	1	0	Blutdruck, diabetes etc...																					
Regen verdeckt Kamera	2	0.44	-2	0	1	0																						
Regulierung	2	0.44	-2	0	1	0																						
Reichweite	2	0.44	3	0	1	0	"Roboter, wieder gerade die Drohne kann schneller in schweren Gelände Opfer bergen oder Hilfe z.B. Medizin, Nahrung bringen
"																					
Remotesteuerung	2	0.44	3	0	2	0																						
Reparatur/ Wartung	2	0.44	-2	0	2	0																						
Reparaturen	4	0.88	-1.75	0.957427107756338	1	0	ggf. schwierig wenn bei Einsatz Defekte auftreten																					
Reparaturkosten	1	0.22	-1	NA	1	NA																						
Repetitiven Aufgaben	2	0.44	1	0	1	0																						
Research	2	0.44	-1	0	2	0	es bedarf viel Forschung um solche Roboter zu entwickeln und auch Geld																					
resilienzfähiger als Menschen	2	0.44	2	0	3.5	0.707106781186548	"Körperlich sowie ""psychisch"""	körperlich resilienter, psychisch nicht traumatisierbar																				
Resistenter	2	0.44	2	0	1	0	Besonders bei schweren Wetterbedingungen sind Roboter möglicherweise resistenter und leichter einzusetzen als Menschen																					
Resistenz gegen Müdigkeit	2	0.44	2	0	1	0																						
Resistenz gegen Wetter	2	0.44	2	0	1	0																						
Ressourcen	2	0.44	1	0	1	0	Durch den Einsatz von Robotern können Menschen andere wichtige Aufgaben übernehmen, sodass zusätzliche Ressourcen freiwerden und insgesamt mehr erreicht werden kann																					
Ressourcen einsparen	2	0.44	2	0	4	0	Weniger Arbeitskräfte könnten gebraucht werden, um dieselben Aufgaben zu erfüllen																					
Retten von Leben	2	0.44	3	0	1	0	Es können Leben gerettet werden die möglicherweise sonst nicht gerettet werden können																					
Retter ohne Gefahr	2	0.44	3	0	1	0	Menschliche Retter werden zusätzlich nicht auch noch in Gefahr kommen müssen.																					
Rettet Leben	4	0.88	2.5	0.577350269189626	1.5	0.577350269189626	anstatt einen Mensch, einen Roboter, in eine Gefahrzone schicken																					
rettet Leben (aktiv/passiv)	4	0.88	1	0	2	0	beim Retten	kein Mensch muss sich in Gefahr bringen																				
rettet Menschenleben	2	0.44	3	0	2.5	0.707106781186548	Zum Beispiel wenn menschliche Helfer nicht verfügbar sind, so kann ein Rettungsroboter immer noch Menschenleben retten.																					
Rettung effizient und	2	0.44	3	0	1	0																						
Rettung nach Gebäudeeinsturz	2	0.44	3	0	1	0																						
Rettung von Menschenleben	2	0.44	3	0	3.5	0.707106781186548																						
Rettungdienst	2	0.44	2	0	1	0																						
Rettungsentschedung	2	0.44	-3	0	1	0	Wer wird eher gerettet? Die Oma oder das Kleinkind?																					
Rettungskräfte Sicherheit	2	0.44	3	0	1	0	Rettungskräfte können Gefahren vermeiden, wenn zum Bsp Bilder von den Ort durch Roboter gemacht wurden																					
Rettungsroboter	244	53.74	0.3975409836065574	1.00705030011187	2.6311475409836067	1.26491639745296	"Stärke (-)1 = unsicher
Stärke (-)2 = sicher"	Eine bahnbrechende Innovation, die Leben retten kann, indem sie in gefährlichen Umgebungen eingesetzt wird, wo Menschen zu großen Risiken ausgesetzt wären.	"

"	Allgemein finde ich die Idee gut.	Ich sehe es nur als Vorteil, weil er helfen kann ohne das Menschen dafür in Gefahr gebracht werden	Gefahr oder Notwendigkeit?																
Risiken/Risiko 	5	1.1	2.6	0.547722557505166	1.4	0.547722557505166	Sie können menschenähnliche Aufgaben übernehmen, ohne Menschenleben zu gefährden	In gefährlichen Umgebungen oder Situationen ist natürlich viel weniger Risiko für die Menschen	"Soft-Roboter stellen aufgrund ihrer Flexibilität nur ein geringes Risiko für die Opfer dar.
"																			
Risiko Retter niedriger	2	0.44	3	0	1	0																						
Risikoarm	2	0.44	2	0	1	0																						
Risikolose Rettung	2	0.44	3	0	1	0	Von seiten der Retter, die sich nicht in GEfahr begeben müssen																					
Risikominderung für Einsatzkräfte	2	0.44	3	0	1	0																						
Risikominderung für Hilfskräfte	2	0.44	1	0	1	0	Sollten sich Menschen in schwierige Gebiete begeben z.B. zur Lawinenrettung  begeben Sie sich selbst in Gefahr																					
Risikominimierung	2	0.44	2	0	1	0	Etwa bei Suchaktionen in riskanten Gebieten																					
riskiert keine Menschenleben	2	0.44	3	0	4	0																						
Roboter als Freund	1	0.22	2	NA	2	NA	Roboter kann als Freund und Zuhörer dienen, der einem hilft mit Gedanken und Gefühlen fertig zu werden. 																					
Roboter als Kampfwaffen	2	0.44	-3	0	2	0																						
roboter als Lernhilfe	2	0.44	2	0	1	0	individuelle unterstützung für die Schüler*innen																					
Roboter ausser Menschen	2	0.44	0	0	4	0	Einige Arbeitsplaetze werden durch Roboter weggenommen, Vorteil: besseres Effizienz, Nachteil: keine Arbeitsplaetze mehr fuer Menschen																					
Roboter einsatz	2	0.44	0	0	3.5	0.707106781186548																						
Roboter füllen Leerstellen	2	0.44	3	0	1	0																						
Roboter haben Verbesserungspotential	2	0.44	1	0	3	0	Ein solcher Roboter ist fähig dazuzulernen und somit in der Zukunft fähig Situationen besser zu erkennen, zu antizipieren und damit umzugehen																					
Roboter handelt rational	2	0.44	2	0	1	0	Der Roboter handelt immer rational bzw. objektiv und lässt sich nicht durch ein schwieriges Kind bzw. einer schwierigen Person außer Fassung bringen. Es wird immer gleich handeln, egal wie es selbst behandelt wird etc.																					
Roboter nicht krank	2	0.44	3	0	1	0																						
Roboter sind effizienter	1	0.22	1	NA	1	NA																						
Roboter sind teuer	2	0.44	-2	0	1	0																						
Robter kippen um	2	0.44	-3	0	1	0	So können sie sich nicht selbst helfen.																					
robustes Material	2	0.44	1	0	2	0																						
Robustheit	3	0.66	-0.3333333333333333	0.577350269189626	2	1	Eventuell gehen Rettungsroboter kaputt, weil sie nicht robust (genug sind)	Beschädigungsanfällig vs. Flexibilität																				
Robustheit / Stabilität	2	0.44	-3	0	1	0																						
Rohstoffverbrauch	2	0.44	-3	0	3	0																						
Rolle des Steuernden	2	0.44	-2	0	1	0	Bei ferngesteuerten Robotern hat die steurnde Person eine hohe verantwortung, die auch missbraucht werden könnte																					
Routinetätigkeiten	2	0.44	2	0	2	0	Diese können durch Roboter übernommen werden und Fachkräfte entlasten																					
ruhig	2	0.44	3	0	1	0	kann kühler agieren																					
ruhiges Gemüt	2	0.44	2	0	1	0	Roboter haben keine schlechte Laune und kriegen sie nicht, wenn Patienten ungemützlich sind																					
Sammlung von Daten	2	0.44	2.5	0.707106781186548	1	0	Verarbeitung, Speicherung, Versendung																					
Sammlung von Informationen	2	0.44	0	0	2	0	Roboter können Informationen über Opfer sammeln																					
